Group_1	Group_2	DE_gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
CROPSeq_2	NTC	S100P	7.13536206332168e-13	0.309724752052484	0.947	0.964	1.81338091477257e-08
CROPSeq_2	NTC	H2AFZ	1.21303035252134e-12	0.282788494810953	0.992	0.995	3.08279533789774e-08
CROPSeq_2	NTC	MEIS1	1.67684527946237e-12	-0.279578720285433	0.841	0.952	4.26153459322567e-08
CROPSeq_2	NTC	AL355922.1	2.05146169343742e-12	0.290743080240009	0.845	0.772	5.21358474770186e-08
CROPSeq_2	NTC	FABP5	3.06803285555535e-12	-0.27986165810408	0.878	0.983	7.79709869910837e-08
CROPSeq_2	NTC	HLA.C	4.89337361646694e-12	0.257501535498262	0.963	0.962	1.24360197088891e-07
CROPSeq_2	NTC	VIM	1.2255466615079e-11	0.444543619584969	0.718	0.624	3.11460428555617e-07
CROPSeq_2	NTC	CSTA	7.2116452518509e-11	0.31967065314282	0.624	0.45	1.83276752430539e-06
CROPSeq_2	NTC	STXBP2	8.08410559681775e-11	0.34744787865813	0.918	0.926	2.05449459637526e-06
CROPSeq_2	NTC	HCST	2.95567049467318e-10	0.306571420036605	0.976	0.988	7.51154099516243e-06
CROPSeq_2	NTC	CAT	4.95469025476898e-10	0.267187156930614	0.898	0.883	1.25918498134699e-05
CROPSeq_2	NTC	NEGR1	5.39478605839762e-10	-0.349513348693912	0.547	0.771	1.37103092888117e-05
CROPSeq_2	NTC	SNX10	6.93771513850109e-10	0.276940448905315	0.661	0.554	1.76315092529867e-05
CROPSeq_2	NTC	AC007100.1	1.23264060870283e-09	-0.253082973715647	0.506	0.726	3.13263284295738e-05
CROPSeq_2	NTC	SLPI	2.02587030919414e-09	0.330491980899284	0.486	0.32	5.14854680378598e-05
CROPSeq_14	NTC	RNF220	3.23707165623976e-39	-0.635778110082488	0.893	0.987	8.22669390716772e-35
CROPSeq_14	NTC	GLO1	1.62334731766692e-23	-0.42065676436208	1	1	4.1255748731187e-19
CROPSeq_14	NTC	PRTN3	2.31044643214417e-19	0.681650550984563	0.951	0.891	5.8717685626512e-15
CROPSeq_14	NTC	MEIS1	4.72909970512728e-16	-0.336509518198267	0.782	0.952	1.20185339906105e-11
CROPSeq_14	NTC	ELANE	4.78135608324383e-16	0.552115024400388	0.996	0.992	1.21513383499559e-11
CROPSeq_14	NTC	SMC4	1.16344380215648e-14	-0.312085978974036	0.918	0.964	2.95677607880048e-10
CROPSeq_14	NTC	PPP3R1	5.44463582433764e-14	-0.26130124250158	0.922	0.967	1.38369974839717e-09
CROPSeq_14	NTC	INPP4B	3.33450746883516e-12	-0.266221825738665	0.593	0.776	8.47431728129767e-08
CROPSeq_14	NTC	CD36	7.00892703553483e-10	-0.310360231074691	0.79	0.914	1.78124871681082e-05
CROPSeq_14	NTC	AZU1	8.33480685690069e-10	0.351890716183877	0.988	0.979	2.11820781461274e-05
CROPSeq_14	NTC	SRGN	1.38581448372579e-09	0.309206829740016	1	0.997	3.52190892894072e-05
CROPSeq_14	NTC	SLPI	2.79765485244887e-09	0.281176258910377	0.502	0.32	7.10996004201356e-05
CROPSeq_14	NTC	LYZ	1.32919097372895e-08	0.316250785029697	0.963	0.926	0.000337800594063475
CROPSeq_14	NTC	NEGR1	6.49967140486825e-08	-0.300255118552264	0.609	0.771	0.00165182649083322
CROPSeq_14	NTC	FAM107B	5.38786342464775e-07	0.257654627024372	0.963	0.946	0.0136927161073998
CROPSeq_9	NTC	CSNK2B	1.7720648416568e-37	-0.528142096163934	0.714	0.98	4.5035255885866e-33
CROPSeq_9	NTC	STMN1	1.27646920548248e-10	0.264554495080113	0.996	0.997	3.24401883881319e-06
CROPSeq_9	NTC	S100A4	3.14903304918882e-07	0.334480851524341	0.991	1	0.00800295259120846
CROPSeq_9	NTC	VIM	2.00093065964471e-06	0.358385027618343	0.687	0.624	0.0508516517842107
CROPSeq_9	NTC	LYZ	1.21548032444003e-05	0.387976782971537	0.921	0.926	0.30890216965319
CROPSeq_9	NTC	NEAT1	1.61941569050778e-05	0.295520438440344	0.982	0.972	0.411558303585648
CROPSeq_9	NTC	LGALS1	1.62679181304831e-05	0.272887719760495	0.996	0.998	0.413432871368097
CROPSeq_9	NTC	S100A9	0.570565394720402	0.442191398151573	0.352	0.351	1
CROPSeq_10	NTC	CLEC2B	8.25190047177244e-72	-1.36751166821007	0.69	0.985	2.09713798589625e-67
CROPSeq_10	NTC	RNF220	1.39323035832331e-66	-1.12493785978389	0.719	0.987	3.54075563264286e-62
CROPSeq_10	NTC	MEIS1	2.04064388348947e-61	-0.860520197680516	0.35	0.952	5.18609236550014e-57
CROPSeq_10	NTC	LYZ	7.89514380529652e-57	1.1408056656577	0.99	0.926	2.00647184667806e-52
CROPSeq_10	NTC	BMI1	9.43462257637495e-57	-0.770951371641362	0.478	0.95	2.39771498155993e-52
CROPSeq_10	NTC	GLO1	2.55451148347835e-49	-0.744999846867095	1	1	6.49203548411188e-45
CROPSeq_10	NTC	CD36	8.17707987798849e-43	-0.854175496055009	0.502	0.914	2.07812308019199e-38
CROPSeq_10	NTC	TMSB4X	1.07504776587729e-38	0.445923431452785	1	1	2.73212639220054e-34
CROPSeq_10	NTC	SRGN	1.29491997032914e-38	0.701983762433218	1	0.997	3.29090961259447e-34
CROPSeq_10	NTC	CLEC2A	5.8279861074963e-37	-0.434352596696434	0.167	0.726	1.48112438935911e-32
CROPSeq_10	NTC	RNASE3	4.54263048184473e-36	0.60318582535744	0.961	0.883	1.15446411065602e-31
CROPSeq_10	NTC	FTL	2.51486476306276e-32	0.350487570210644	1	1	6.3912773088477e-28
CROPSeq_10	NTC	SLPI	9.88696226289445e-31	0.628912269500059	0.675	0.32	2.512672589492e-26
CROPSeq_10	NTC	PPP3R1	1.12228893018404e-30	-0.477629046609323	0.803	0.967	2.85218508716972e-26
CROPSeq_10	NTC	LINC02470	1.00903833018797e-29	-0.45703963365987	0.65	0.929	2.5643700123397e-25
CROPSeq_10	NTC	GSTP1	1.05678611699268e-29	-0.442712996270955	1	1	2.6857162377252e-25
CROPSeq_10	NTC	INPP4B	9.91844339579288e-29	-0.428697152503028	0.33	0.776	2.5206732046068e-24
CROPSeq_10	NTC	HOXA9	1.76720533608643e-28	-0.357905922414913	0.202	0.672	4.49117564113004e-24
CROPSeq_10	NTC	ACTB	2.1783365764107e-28	0.321230829036419	1	1	5.53602457529014e-24
CROPSeq_10	NTC	MNDA	4.97737428918759e-28	0.489938187632066	1	0.983	1.26494990185413e-23
CROPSeq_10	NTC	HS3ST2	1.05901290144772e-27	-0.531783274483187	0.581	0.911	2.69137538773925e-23
CROPSeq_10	NTC	HOXA10	2.59019427637569e-27	-0.384130371071143	0.576	0.896	6.58271973398117e-23
CROPSeq_10	NTC	FAM107B	3.31790810789267e-27	0.567328603708977	0.956	0.946	8.43213166539844e-23
CROPSeq_10	NTC	DNAJC1	5.41146583064172e-26	-0.460069279415023	0.581	0.899	1.37526992619929e-21
CROPSeq_10	NTC	COMMD3	4.08609455532275e-24	-0.283507759528299	0.571	0.883	1.03844007028972e-19
CROPSeq_10	NTC	CLECL1	6.95819394011346e-24	-0.391489360256685	0.768	0.946	1.76835540794043e-19
CROPSeq_10	NTC	PITPNC1	9.03581530865051e-24	-0.419598227760431	0.655	0.931	2.29636210254044e-19
CROPSeq_10	NTC	GAS7	2.14034917480489e-23	-0.403638517179608	0.557	0.876	5.43948339284916e-19
CROPSeq_10	NTC	BCL11A	5.66307252592535e-23	-0.35362743391031	0.34	0.741	1.43921325173867e-18
CROPSeq_10	NTC	MT.CYB	6.91188146839036e-23	-0.38654076706866	0.98	0.997	1.75658555637673e-18
CROPSeq_10	NTC	EPDR1	2.20056147250193e-22	0.432502027700211	0.857	0.772	5.5925069262164e-18
CROPSeq_10	NTC	HOXA13	3.44893002515459e-22	-0.25217818477031	0.172	0.589	8.76511076592788e-18
CROPSeq_10	NTC	PLEK	1.58752483571398e-21	-0.333866395813247	0.98	0.99	4.0345356174835e-17
CROPSeq_10	NTC	SFMBT2	2.56865342291699e-21	-0.462095077442437	0.754	0.936	6.52797580900123e-17
CROPSeq_10	NTC	CYBB	3.68824531944889e-21	0.31798510951991	0.365	0.097	9.3733066548474e-17
CROPSeq_10	NTC	MS4A3	2.57793320520068e-20	0.418783932170918	0.783	0.678	6.551559447697e-16
CROPSeq_10	NTC	TNS3	2.69386476341666e-20	-0.287377096919051	0.409	0.762	6.8461879097471e-16
CROPSeq_10	NTC	CHI3L1	3.09442096226228e-20	0.307174617180622	0.478	0.186	7.86416143349336e-16
CROPSeq_10	NTC	FBN1	5.91450793033137e-20	0.382128264721736	0.621	0.358	1.50311304541441e-15
CROPSeq_10	NTC	C12orf75	1.0667276808981e-19	-0.381908305351816	0.724	0.919	2.71098172823443e-15
CROPSeq_10	NTC	SMC4	1.92934843066443e-19	-0.39651898292841	0.847	0.964	4.90324610169058e-15
CROPSeq_10	NTC	TMEM163	2.86911938217091e-19	-0.359264230906223	0.64	0.881	7.29157999784915e-15
CROPSeq_10	NTC	S100P	2.63933299461076e-18	0.372681022490478	0.985	0.964	6.70760087250379e-14
CROPSeq_10	NTC	CMIP	3.91539711208169e-18	-0.29012484032538	0.552	0.842	9.95059022064442e-14
CROPSeq_10	NTC	UBASH3B	5.10784785600325e-18	-0.301600167548489	0.433	0.772	1.29810845412467e-13
CROPSeq_10	NTC	SLC23A2	5.30787749115048e-18	-0.256753975291754	0.527	0.865	1.34894398560098e-13
CROPSeq_10	NTC	MRC2	7.16275850932448e-18	-0.251194796951077	0.473	0.809	1.82034344755972e-13
CROPSeq_10	NTC	RETN	9.05202837293194e-18	0.571718201035092	0.901	0.809	2.30048249069692e-13
CROPSeq_10	NTC	NDUFA8	2.21775675035122e-17	-0.281564500816827	0.68	0.926	5.63620700534258e-13
CROPSeq_10	NTC	SATB1	3.90444439404184e-17	-0.319104616214091	0.537	0.828	9.92275498301793e-13
CROPSeq_10	NTC	PVT1	1.18249768544235e-16	-0.302828018906626	0.507	0.809	3.00519961778319e-12
CROPSeq_10	NTC	FKBP5	1.91565518923228e-16	-0.346488816782446	0.946	0.98	4.86844609791492e-12
CROPSeq_10	NTC	RNASE2	4.26097231800206e-16	0.389019881469349	0.98	0.975	1.08288350489704e-11
CROPSeq_10	NTC	SATB1.AS1	5.97735025278182e-16	-0.250169170032464	0.468	0.794	1.51908379324197e-11
CROPSeq_10	NTC	CITED2	6.20484621839706e-16	0.373159685059109	0.961	0.954	1.57689961794343e-11
CROPSeq_10	NTC	AL138720.1	7.662806869247e-16	-0.346256770511039	0.562	0.845	1.94742573775043e-11
CROPSeq_10	NTC	ENTPD1	1.13784589707858e-15	0.269914724851925	0.448	0.2	2.89172156283551e-11
CROPSeq_10	NTC	STXBP5L	1.66059437316634e-15	-0.255578622984031	0.419	0.729	4.22023453996493e-11
CROPSeq_10	NTC	TLN2	5.64029313304461e-15	-0.293844147119259	0.507	0.794	1.43342409683196e-10
CROPSeq_10	NTC	BNC2	1.1251533618691e-14	-0.308727736389747	0.581	0.837	2.85946475385413e-10
CROPSeq_10	NTC	MAP3K5	1.67732282418036e-14	-0.278846011412698	0.685	0.916	4.26274822537198e-10
CROPSeq_10	NTC	NAV2	2.97561679033218e-14	-0.260660289024633	0.414	0.713	7.56223251095021e-10
CROPSeq_10	NTC	NUDC	3.19231394525541e-14	-0.263249455550404	0.872	0.97	8.1129466604721e-10
CROPSeq_10	NTC	GCA	4.6121151256018e-14	0.363029481448432	0.596	0.416	1.17212293802044e-09
CROPSeq_10	NTC	HSPE1	7.6201847020924e-14	-0.27565346177814	0.966	0.992	1.93659374018976e-09
CROPSeq_10	NTC	ABCA13	7.96966015329742e-14	0.311676649306427	0.586	0.371	2.02540943135901e-09
CROPSeq_10	NTC	CDA	1.76318011303948e-13	0.28824075521174	0.956	0.919	4.48094593927853e-09
CROPSeq_10	NTC	NRXN3	3.64230083156485e-13	-0.291302248613691	0.064	0.323	9.25654333333891e-09
CROPSeq_10	NTC	IPCEF1	6.48686263111101e-13	0.339652214481399	0.685	0.51	1.64857126907055e-08
CROPSeq_10	NTC	SSB	6.66425554452072e-13	-0.268370203057137	0.946	0.98	1.6936539040845e-08
CROPSeq_10	NTC	PHF14	6.84825683464198e-13	-0.271555285012884	0.818	0.964	1.74041599195591e-08
CROPSeq_10	NTC	TGFBR1	8.21204507584708e-13	-0.272204227500667	0.833	0.952	2.08700913557578e-08
CROPSeq_10	NTC	ANXA6	1.01410681534121e-12	0.269788624520752	0.966	0.954	2.57725106050815e-08
CROPSeq_10	NTC	VIM	1.38706916168e-12	0.45961352699487	0.744	0.624	3.52509756749356e-08
CROPSeq_10	NTC	COL23A1	1.46710524897462e-12	-0.312701080666288	0.892	0.969	3.72850127974409e-08
CROPSeq_10	NTC	PPARD	1.49589604898699e-12	-0.255830332219028	0.65	0.891	3.80167021889554e-08
CROPSeq_10	NTC	ARPC5	1.83144689736252e-12	0.250530973021492	0.98	0.987	4.6544391449571e-08
CROPSeq_10	NTC	AL355922.1	2.68670888097507e-12	0.441808891411341	0.818	0.772	6.82800195011005e-08
CROPSeq_10	NTC	APOLD1	2.87033373590264e-12	-0.259485283445417	0.719	0.929	7.29466615642296e-08
CROPSeq_10	NTC	NPC1	4.84276986017766e-12	-0.273541116945983	0.527	0.774	1.23074153226555e-07
CROPSeq_10	NTC	ANXA1	7.30521168116724e-12	0.282897027529205	0.562	0.37	1.85654649665184e-07
CROPSeq_10	NTC	TAOK3	7.81403285936955e-12	-0.257502655467685	0.882	0.972	1.98585831088018e-07
CROPSeq_10	NTC	EMB	8.43329806877181e-12	0.305876448696106	0.877	0.865	2.14323837119767e-07
CROPSeq_10	NTC	CLEC12A	1.13373128534003e-11	-0.256756997881425	0.734	0.896	2.88126468856315e-07
CROPSeq_10	NTC	LYAR	1.70708127529321e-11	-0.276564565032605	0.749	0.926	4.33837635303017e-07
CROPSeq_10	NTC	FABP5	1.74138947319706e-11	-0.280255240735197	0.916	0.983	4.42556720718301e-07
CROPSeq_10	NTC	TBC1D5	3.53979741510723e-11	-0.259811269987729	0.936	0.97	8.99604115075351e-07
CROPSeq_10	NTC	PDZD8	3.88009400509054e-11	-0.296215958553607	0.892	0.975	9.86087090453711e-07
CROPSeq_10	NTC	CSTA	6.28494281456138e-11	0.313561182633913	0.631	0.45	1.59725536689263e-06
CROPSeq_10	NTC	NSMAF	1.58791701025576e-10	-0.257590473015562	0.803	0.959	4.035532289864e-06
CROPSeq_10	NTC	RGL4	3.02951850334254e-10	0.286019465340607	0.719	0.602	7.69921832439474e-06
CROPSeq_10	NTC	CTSD	4.22575062520547e-10	0.290674791766123	0.995	0.998	1.07393226388972e-05
CROPSeq_10	NTC	PNP	9.50950783395999e-10	0.28118763029462	0.906	0.932	2.41674632092259e-05
CROPSeq_10	NTC	ELANE	1.0375382384252e-09	0.423177251744776	0.97	0.992	2.63679967913379e-05
CROPSeq_10	NTC	STXBP2	1.46485628404205e-09	0.382220538297494	0.926	0.926	3.72278576026446e-05
CROPSeq_10	NTC	SDK1	1.7615300405838e-09	-0.281645694867429	0.911	0.96	4.47675244513967e-05
CROPSeq_10	NTC	PRTN3	3.71323247975616e-08	0.512706436129454	0.857	0.891	0.000943680902405231
CROPSeq_10	NTC	SNHG5	8.00759150405382e-08	0.261219314083547	0.99	0.987	0.00203504930484024
CROPSeq_10	NTC	H2AFZ	2.74997159117477e-07	0.2716434125899	1	0.995	0.00698877780181157
CROPSeq_10	NTC	S100A9	4.97703849520587e-07	0.515484608569786	0.493	0.351	0.0126486456317162
CROPSeq_10	NTC	NEGR1	2.40573360056659e-06	-0.312473740087042	0.645	0.771	0.0611393137247993
CROPSeq_10	NTC	ALAS1	8.86974986771886e-06	0.326947358517196	0.68	0.713	0.225415823138207
CROPSeq_10	NTC	GAS5	0.000176083889770681	0.308543095642697	0.872	0.921	1
CROPSeq_20	NTC	TMSB4X	1.78536445630063e-40	0.497416160502456	1	1	4.53732522924242e-36
CROPSeq_20	NTC	RPS17	1.46140981088687e-32	-0.261919220352614	0.997	1	3.71402689338788e-28
CROPSeq_20	NTC	RPL36	6.58768527638349e-30	-0.251546001345987	1	1	1.6741943361401e-25
CROPSeq_20	NTC	NEAT1	1.51674839601942e-27	0.909965708269266	0.983	0.972	3.85466437364375e-23
CROPSeq_20	NTC	PLEK	5.56217966850446e-27	0.405983611700029	0.997	0.99	1.41357234095372e-22
CROPSeq_20	NTC	RPS5	1.00845490725672e-25	-0.250506766698336	1	1	2.56288730130223e-21
CROPSeq_20	NTC	CTSD	2.11326013028333e-24	0.508730062244073	1	0.998	5.37063929510206e-20
CROPSeq_20	NTC	GAL	1.65885135386801e-20	-0.32692885599718	0.758	0.931	4.21580483072015e-16
CROPSeq_20	NTC	P4HB	2.35812541310198e-19	0.264451505655909	1	0.997	5.99293992485738e-15
CROPSeq_20	NTC	TRAPPC6A	2.0683373723975e-18	0.286801664645054	0.874	0.736	5.25647259821102e-14
CROPSeq_20	NTC	IFT57	1.22520739811813e-17	-0.318296989691601	0.573	0.814	3.11374208157741e-13
CROPSeq_20	NTC	LGALS1	2.45072051303476e-17	0.309146098797654	1	0.998	6.22826111182655e-13
CROPSeq_20	NTC	FBL	6.32586090130775e-16	-0.25395870517843	0.904	0.992	1.60765428945835e-11
CROPSeq_20	NTC	FLNA	1.56636352230542e-15	0.263172836487201	0.976	0.979	3.980756255587e-11
CROPSeq_20	NTC	NCL	4.77259292039873e-15	-0.262856003458411	0.98	0.992	1.21290676479013e-10
CROPSeq_20	NTC	CLEC2A	5.6693473713988e-15	0.326614900635372	0.823	0.726	1.44080794096729e-10
CROPSeq_20	NTC	EBNA1BP2	9.26121064617287e-15	-0.297124693001793	0.816	0.926	2.35364407361837e-10
CROPSeq_20	NTC	LYAR	5.41182484480553e-13	-0.278448647672697	0.782	0.926	1.37536116605888e-08
CROPSeq_20	NTC	MALAT1	5.65770750255451e-13	0.518246464763098	0.969	0.969	1.4378497846992e-08
CROPSeq_20	NTC	ATP8B4	1.44153385246957e-12	0.345035793409292	0.993	0.985	3.66351413266617e-08
CROPSeq_20	NTC	ACTG1	1.46024709808697e-12	0.268262505240477	1	1	3.71107197507821e-08
CROPSeq_20	NTC	FTL	7.84701249860263e-12	0.490451827111204	1	1	1.99423975639487e-07
CROPSeq_20	NTC	NEGR1	1.22989616581051e-11	-0.303723373136325	0.549	0.771	3.12565811579084e-07
CROPSeq_20	NTC	MYC	1.30141542342965e-11	-0.280368392518125	0.611	0.795	3.30741715710412e-07
CROPSeq_20	NTC	GSTP1	1.71523273134115e-11	0.321042678203885	1	1	4.3590924634304e-07
CROPSeq_20	NTC	MEIS1	4.53493143005435e-11	0.320782489320013	0.952	0.952	1.15250747363401e-06
CROPSeq_20	NTC	PPP3R1	6.10782085331248e-11	0.301783822573663	0.973	0.967	1.55224159166083e-06
CROPSeq_20	NTC	FCER1G	7.30725073120985e-11	0.343981678080515	0.908	0.894	1.85706470082967e-06
CROPSeq_20	NTC	AL034397.3	1.07107106807826e-10	0.273830671000903	0.737	0.662	2.7220200124141e-06
CROPSeq_20	NTC	DMXL2	1.14636612333816e-10	0.263447512710994	0.976	0.964	2.9133748658516e-06
CROPSeq_20	NTC	PIM1	3.29703848805114e-10	0.269740694770779	0.819	0.797	8.37909361353317e-06
CROPSeq_20	NTC	PRTN3	5.59189667410955e-08	-0.253636534288376	0.768	0.891	0.0014211246207582
CROPSeq_20	NTC	MYO1G	2.65586187062125e-07	0.254777182421955	0.867	0.835	0.00674960735799683
CROPSeq_20	NTC	TIMP1	2.20381644001406e-06	0.256805540771006	0.911	0.937	0.0560077910065172
CROPSeq_20	NTC	FTH1	0.00682845069491013	0.459892099532421	0.99	0.987	1
CROPSeq_15	NTC	RNF220	3.99506453914956e-40	-0.54634590545458	0.844	0.987	1.01530570197947e-35
CROPSeq_15	NTC	MEIS1	1.19744705918927e-21	-0.315587187682704	0.702	0.952	3.04319195622361e-17
CROPSeq_15	NTC	SMC4	1.63615212037613e-20	-0.334232729900604	0.873	0.964	4.15811699872389e-16
CROPSeq_15	NTC	GLO1	1.21046741252092e-17	-0.282396068735148	0.986	1	3.07628188218066e-13
CROPSeq_15	NTC	PRTN3	2.451277888654e-16	0.64867092496165	0.905	0.891	6.22967762622527e-12
CROPSeq_15	NTC	ELANE	2.54170615659185e-16	0.462548168596013	0.98	0.992	6.45949202636253e-12
CROPSeq_15	NTC	C12orf75	1.85394011288321e-15	-0.286445653218283	0.754	0.919	4.71160340288139e-11
CROPSeq_15	NTC	CD36	2.95005498691211e-14	-0.317055672772883	0.775	0.914	7.49726974373845e-10
CROPSeq_15	NTC	LYZ	7.703655820834e-14	0.393308226191976	0.939	0.926	1.95780709030675e-09
CROPSeq_15	NTC	MS4A3	9.92756131545443e-14	0.30132107653774	0.775	0.678	2.52299043270959e-09
CROPSeq_15	NTC	AZU1	4.24765450200358e-13	0.377236489701358	0.965	0.979	1.07949891513919e-08
CROPSeq_15	NTC	SRGN	8.16966986315278e-12	0.297063720918188	1	0.997	2.07623989902165e-07
CROPSeq_15	NTC	SLPI	9.71180693118054e-10	0.298616902344061	0.486	0.32	2.46815861349022e-05
CROPSeq_15	NTC	FAM107B	6.49272028212938e-09	0.268310353038178	0.936	0.946	0.000165005993250036
CROPSeq_15	NTC	CTSD	1.20541550448531e-08	0.263185751617664	0.997	0.998	0.000306344296309896
CROPSeq_15	NTC	RNASE3	2.43689529344348e-08	0.252412137396168	0.902	0.883	0.000619312569875726
CROPSeq_11	NTC	CLEC2B	1.0254128690312e-81	-1.33168538900377	0.629	0.985	2.60598426535589e-77
CROPSeq_11	NTC	RNF220	6.02339684799665e-76	-1.10149107152279	0.731	0.987	1.53078607494987e-71
CROPSeq_11	NTC	MEIS1	4.93757564476548e-63	-0.79158744081392	0.306	0.952	1.2548354743607e-58
CROPSeq_11	NTC	BMI1	7.99761140213588e-62	-0.761812446703967	0.449	0.95	2.03251296173881e-57
CROPSeq_11	NTC	LYZ	3.0336347902983e-60	1.04247914607346	0.984	0.926	7.70967945606411e-56
CROPSeq_11	NTC	GLO1	4.23744464184366e-60	-0.789504942462549	0.992	1	1.07690418127815e-55
CROPSeq_11	NTC	CLEC2A	2.53500787836389e-49	-0.474811179170105	0.135	0.726	6.44246902207399e-45
CROPSeq_11	NTC	CD36	2.28894062879316e-46	-0.825265497228048	0.502	0.914	5.81711371401494e-42
CROPSeq_11	NTC	SRGN	3.0870685124354e-42	0.667017964579372	0.996	0.997	7.84547591750333e-38
CROPSeq_11	NTC	ACTB	3.45354552702814e-40	0.384841305496717	1	1	8.77684060238931e-36
CROPSeq_11	NTC	TMSB4X	8.23694339301873e-40	0.480768956236545	1	1	2.09333679390178e-35
CROPSeq_11	NTC	SLPI	7.14268902498565e-36	0.721147085103	0.678	0.32	1.81524298880985e-31
CROPSeq_11	NTC	GSTP1	1.18227106659477e-35	-0.440740729318953	0.992	1	3.00462368864395e-31
CROPSeq_11	NTC	DNAJC1	3.23958951351483e-35	-0.534516764587899	0.543	0.899	8.2330927896466e-31
CROPSeq_11	NTC	COMMD3	8.20898034023826e-35	-0.36079868760534	0.453	0.883	2.08623026366815e-30
CROPSeq_11	NTC	PPP3R1	1.2678242714748e-33	-0.463464503910108	0.751	0.967	3.22204860352606e-29
CROPSeq_11	NTC	HOXA9	1.87360136395972e-33	-0.358657324929739	0.18	0.672	4.76157050636724e-29
CROPSeq_11	NTC	RNASE3	2.311005191165e-33	0.56115467819032	0.935	0.883	5.87318859282673e-29
CROPSeq_11	NTC	HS3ST2	1.73184955844354e-32	-0.533914399415428	0.576	0.911	4.40132246782842e-28
CROPSeq_11	NTC	PLEK	3.16859307243729e-32	-0.409827215758751	0.98	0.99	8.05266243429213e-28
CROPSeq_11	NTC	FAM107B	5.34096340639256e-32	0.59894900355046	0.976	0.946	1.3573524401006e-27
CROPSeq_11	NTC	FTL	1.27334836789857e-30	0.316866192446064	0.996	1	3.23608754217743e-26
CROPSeq_11	NTC	MNDA	2.66519618294631e-28	0.480374667754951	0.988	0.983	6.77332957933975e-24
CROPSeq_11	NTC	INPP4B	3.03551922571615e-27	-0.42126199916868	0.412	0.776	7.71446856023503e-23
CROPSeq_11	NTC	C12orf75	8.00033081871503e-27	-0.438157965023993	0.665	0.919	2.03320407426824e-22
CROPSeq_11	NTC	EPDR1	6.2193685700446e-25	0.444437701300107	0.841	0.772	1.58059032839113e-20
CROPSeq_11	NTC	UBASH3B	7.57482888458205e-25	-0.351953569125229	0.396	0.772	1.92506701272768e-20
CROPSeq_11	NTC	TMEM163	1.25589890193997e-24	-0.361726497105888	0.588	0.881	3.19174146939024e-20
CROPSeq_11	NTC	LINC02470	1.50736191845865e-24	-0.345647481316331	0.665	0.929	3.8308095795708e-20
CROPSeq_11	NTC	HOXA10	2.54981801314047e-24	-0.334849880698375	0.62	0.896	6.48010749859518e-20
