Group_1	Group_2	DE_gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
KMT2A	NTC	GLO1	2.00931964956028e-29	-0.33714128677705	0.992	1	5.1064849573925e-25
KMT2A	NTC	MEIS1	7.01484675312622e-28	-0.324166001966993	0.735	0.952	1.7827531538395e-23
KMT2A	NTC	SMC4	6.10947719290003e-26	-0.325036274559887	0.891	0.964	1.55266253380361e-21
KMT2A	NTC	PRTN3	1.06965971850182e-25	0.662409167680697	0.924	0.891	2.71843320860052e-21
KMT2A	NTC	ELANE	1.51050726867324e-23	0.500477087861653	0.986	0.992	3.83880317260617e-19
KMT2A	NTC	C12orf75	1.14940468044528e-18	-0.269184873715143	0.776	0.919	2.92109705488364e-14
KMT2A	NTC	CD36	1.29555025055698e-17	-0.314287942424938	0.781	0.914	3.29251140676552e-13
KMT2A	NTC	AZU1	1.20713101368566e-16	0.366857472921654	0.975	0.979	3.06780275818073e-12
KMT2A	NTC	LYZ	2.58922093504848e-16	0.362233267306053	0.949	0.926	6.58024608433221e-12
KMT2A	NTC	SRGN	1.76850684804782e-15	0.30209140720427	1	0.997	4.49448330362873e-11
KMT2A	NTC	SLPI	4.1059802594755e-13	0.291458347910114	0.492	0.32	1.0434938231431e-08
KMT2A	NTC	FAM107B	2.31626503226919e-11	0.263927938063591	0.947	0.946	5.88655595300893e-07
CSNK2B	NTC	CSNK2B	1.0555002391137e-22	-0.263308584015608	0.869	0.98	2.68244830768357e-18
DOT1L	NTC	CLEC2B	2.57364296239732e-120	-1.34776032790666	0.656	0.985	6.54065622463656e-116
DOT1L	NTC	RNF220	1.67269175547799e-111	-1.11204733386914	0.725	0.987	4.25097882737177e-107
DOT1L	NTC	MEIS1	6.50021515018914e-99	-0.822235232156043	0.326	0.952	1.65196467826907e-94
DOT1L	NTC	BMI1	2.04932019491125e-93	-0.765943176820759	0.462	0.95	5.20814234334745e-89
DOT1L	NTC	LYZ	3.57768932422498e-91	1.08823444933527	0.987	0.926	9.09233964858537e-87
DOT1L	NTC	GLO1	2.56813612264474e-85	-0.769092837613881	0.996	1	6.52666114208934e-81
DOT1L	NTC	CLEC2A	1.4291794301065e-71	-0.456275327307714	0.15	0.726	3.63211660367266e-67
DOT1L	NTC	CD36	5.8929571440197e-70	-0.838261882225639	0.502	0.914	1.49763612858117e-65
DOT1L	NTC	SRGN	1.00181645968385e-62	0.683013482402694	0.998	0.997	2.54601635064053e-58
DOT1L	NTC	TMSB4X	8.51038761899849e-61	0.465129848961589	1	1	2.16282990949228e-56
DOT1L	NTC	RNASE3	1.83707112087779e-53	0.580419199818977	0.946	0.883	4.66873254659882e-49
DOT1L	NTC	ACTB	4.33750941189171e-53	0.356518071094214	1	1	1.10233464193816e-48
DOT1L	NTC	HOXA9	7.51566437872577e-51	-0.358316775708144	0.19	0.672	1.91003094520937e-46
DOT1L	NTC	GSTP1	1.35852402168393e-50	-0.441633930855246	0.996	1	3.45255294870754e-46
DOT1L	NTC	PPP3R1	9.51611661178699e-50	-0.469857964666036	0.775	0.967	2.41842587571954e-45
DOT1L	NTC	SLPI	1.36089820531561e-48	0.680403846382564	0.676	0.32	3.45858669898909e-44
DOT1L	NTC	FTL	1.90661566176809e-48	0.332241077700184	0.998	1	4.84547304281742e-44
DOT1L	NTC	DNAJC1	1.17263993478471e-47	-0.500094591049308	0.56	0.899	2.98014713026186e-43
DOT1L	NTC	HS3ST2	8.25982867261272e-47	-0.532948170671103	0.578	0.911	2.0991528588578e-42
DOT1L	NTC	COMMD3	6.2646858445954e-46	-0.325034455578569	0.507	0.883	1.59210726054548e-41
DOT1L	NTC	FAM107B	9.64529816130536e-46	0.584744765189673	0.967	0.946	2.45125607471415e-41
DOT1L	NTC	INPP4B	4.50302297587921e-44	-0.424624205176056	0.375	0.776	1.14439825908994e-39
DOT1L	NTC	MNDA	2.34792923259395e-43	0.484719473176008	0.993	0.983	5.96702735171426e-39
DOT1L	NTC	LINC02470	1.5996502610228e-41	-0.394590774371832	0.658	0.929	4.06535117336334e-37
DOT1L	NTC	PLEK	2.22122317088735e-41	-0.374691023811768	0.98	0.99	5.64501656649311e-37
DOT1L	NTC	HOXA10	1.04050613054961e-39	-0.356879693084997	0.6	0.896	2.64434228017878e-35
DOT1L	NTC	CLECL1	6.98969007177986e-37	-0.386900195408995	0.746	0.946	1.77635983484213e-32
DOT1L	NTC	GAS7	1.2974214512171e-36	-0.383727656850628	0.549	0.876	3.29726687612314e-32
DOT1L	NTC	EPDR1	2.57910518395224e-36	0.439046993541054	0.848	0.772	6.55453791449623e-32
DOT1L	NTC	C12orf75	7.59649141996779e-36	-0.412277172478335	0.692	0.919	1.93057232947061e-31
DOT1L	NTC	TMEM163	6.93836108462267e-34	-0.360610031492936	0.612	0.881	1.76331508604601e-29
DOT1L	NTC	UBASH3B	1.51390632927221e-33	-0.328822574555851	0.413	0.772	3.84744154521239e-29
DOT1L	NTC	BCL11A	5.10934896489176e-32	-0.312283671888247	0.366	0.741	1.29848994593759e-27
DOT1L	NTC	PITPNC1	2.60440812813388e-31	-0.361179527332141	0.674	0.931	6.61884281683943e-27
DOT1L	NTC	SMC4	5.62090249113936e-31	-0.383908398769777	0.848	0.964	1.42849615909816e-26
DOT1L	NTC	SLC23A2	6.89967850956252e-31	-0.26951841610646	0.516	0.865	1.75348429642022e-26
DOT1L	NTC	MS4A3	2.52052345850511e-30	0.407568546079278	0.777	0.678	6.4056583174449e-26
DOT1L	NTC	TNS3	3.07205989624915e-30	-0.260146106543429	0.406	0.762	7.80733302032759e-26
DOT1L	NTC	MT.CYB	3.12600898189466e-30	-0.325612684378773	0.987	0.997	7.94443922658708e-26
DOT1L	NTC	NDUFA8	6.70809594685414e-30	-0.28890451200409	0.643	0.926	1.70479550393351e-25
DOT1L	NTC	S100P	3.09212754574411e-29	0.356786860608914	0.973	0.964	7.85833294475408e-25
DOT1L	NTC	CHI3L1	3.22660556471993e-29	0.309975594436041	0.469	0.186	8.20009538217923e-25
DOT1L	NTC	STXBP5L	2.05070442224313e-28	-0.259955239338507	0.393	0.729	5.21166021868868e-24
DOT1L	NTC	CITED2	1.5259220359473e-27	0.392349643307621	0.967	0.954	3.87797826215647e-23
DOT1L	NTC	NAV2	4.27964544127904e-27	-0.291255153661423	0.384	0.713	1.08762909244666e-22
DOT1L	NTC	CYBB	4.88625038308231e-26	0.313638262498885	0.346	0.097	1.24179167235654e-21
DOT1L	NTC	CMIP	5.84253705073111e-26	-0.250622694345492	0.547	0.842	1.4848223660728e-21
DOT1L	NTC	SFMBT2	2.09818841634599e-25	-0.381609898884534	0.759	0.936	5.33233604130169e-21
DOT1L	NTC	PVT1	2.95963031704287e-25	-0.266661446518797	0.507	0.809	7.52160448773276e-21
DOT1L	NTC	SATB1	3.8618327590355e-25	-0.289161061228865	0.538	0.828	9.81446177381281e-21
DOT1L	NTC	RETN	8.44448294844686e-25	0.565142213875609	0.888	0.809	2.14608089651829e-20
DOT1L	NTC	HSPE1	3.97871119239798e-24	-0.292110060732877	0.96	0.992	1.01114966243602e-19
DOT1L	NTC	APOLD1	6.61604182499422e-24	-0.296186469485216	0.714	0.929	1.68140086940403e-19
DOT1L	NTC	RNASE2	6.66198269527406e-24	0.390727901823793	0.971	0.975	1.69307628217695e-19
DOT1L	NTC	ARHGDIB	2.92962100112535e-23	0.255277838548578	0.996	0.99	7.44533881225997e-19
DOT1L	NTC	TGFBR1	3.0764114769985e-23	-0.302696984666382	0.81	0.952	7.81839212764399e-19
DOT1L	NTC	FBN1	3.6362672805195e-23	0.355001480899902	0.576	0.358	9.24120966671224e-19
DOT1L	NTC	TLN2	1.10482337519757e-22	-0.260760253357091	0.498	0.794	2.8077981257271e-18
DOT1L	NTC	FKBP5	4.086610931613e-22	-0.301939338042352	0.953	0.98	1.03857130216013e-17
DOT1L	NTC	AL355922.1	9.17646275441022e-22	0.44934676790271	0.819	0.772	2.33210624440581e-17
DOT1L	NTC	SSB	1.61445213874382e-21	-0.272724554030598	0.938	0.98	4.10296866540354e-17
DOT1L	NTC	NRXN3	2.62169979727805e-21	-0.26207867598292	0.078	0.323	6.66278786480244e-17
DOT1L	NTC	AL138720.1	3.10114721944242e-21	-0.30609468403743	0.589	0.845	7.88125554349097e-17
DOT1L	NTC	PPARD	3.47277437455237e-21	-0.25822607718207	0.65	0.891	8.82570879548739e-17
DOT1L	NTC	BNC2	4.24108923911709e-21	-0.292204049024046	0.596	0.837	1.07783041922922e-16
DOT1L	NTC	FABP5	4.36821909036732e-21	-0.307971760200008	0.902	0.983	1.11013919962595e-16
DOT1L	NTC	CDA	8.29979002174792e-21	0.278512222039408	0.949	0.919	2.10930863612702e-16
DOT1L	NTC	PRTN3	9.83857405806674e-21	0.5769341417927	0.893	0.891	2.50037521111708e-16
DOT1L	NTC	MGST1	1.88100690035338e-20	0.260540681939172	0.969	0.98	4.78039093655807e-16
DOT1L	NTC	RGL4	4.22691474678213e-20	0.338337390828453	0.732	0.602	1.07422811374721e-15
DOT1L	NTC	COL23A1	5.42764744500061e-20	-0.304310556057527	0.877	0.969	1.37938232167246e-15
DOT1L	NTC	CHST11	6.95192416021839e-20	-0.279102552372715	0.79	0.929	1.7667620060779e-15
DOT1L	NTC	NPC1	1.4021483952964e-19	-0.273956927293659	0.516	0.774	3.56341993180628e-15
DOT1L	NTC	GCA	1.41230073474656e-19	0.345106587659689	0.583	0.416	3.58922108728491e-15
DOT1L	NTC	EMB	3.80244894925562e-19	0.313095122793577	0.864	0.865	9.66354375963823e-15
DOT1L	NTC	CAB39L	5.5459409036382e-19	-0.273291433970626	0.19	0.455	1.40944542125061e-14
DOT1L	NTC	PDZD8	1.40847381073823e-18	-0.290261276741646	0.897	0.975	3.57949534261014e-14
DOT1L	NTC	NSMAF	1.54153353586893e-18	-0.260492344216091	0.792	0.959	3.91765332805731e-14
DOT1L	NTC	IPCEF1	1.5762174241818e-18	0.345942942386167	0.674	0.51	4.00579896181562e-14
DOT1L	NTC	ARPC5	2.54534022285147e-17	0.250869246238908	0.987	0.987	6.46872764235473e-13
DOT1L	NTC	ELANE	6.23818993448849e-17	0.441253890245641	0.978	0.992	1.5853735899509e-12
DOT1L	NTC	ABCA13	1.58670287647688e-16	0.288182143327529	0.545	0.371	4.03244669027833e-12
DOT1L	NTC	ANXA1	1.75261427467619e-16	0.264583551193997	0.556	0.37	4.45409391766206e-12
DOT1L	NTC	STXBP2	4.31183802390038e-16	0.363301401560121	0.922	0.926	1.09581051539404e-11
DOT1L	NTC	HSPA8	1.71722691071533e-15	-0.251418364034347	0.951	0.99	4.36416047089193e-11
DOT1L	NTC	PNP	2.67457882531245e-15	0.287940531082577	0.902	0.932	6.79717462664906e-11
DOT1L	NTC	CTSD	6.32330409757738e-15	0.257572313943622	0.998	0.998	1.60700450335832e-10
DOT1L	NTC	SNHG5	2.09193546464147e-14	0.27583349388416	0.982	0.987	5.31644478983982e-10
DOT1L	NTC	ROMO1	2.68247281553298e-14	0.270728065561856	0.924	0.934	6.81723641339552e-10
DOT1L	NTC	VIM	3.31379885878055e-14	0.384411685629395	0.719	0.624	8.4216884197049e-10
DOT1L	NTC	LCP1	1.83916085682633e-13	0.25356448522825	0.942	0.954	4.67404340153842e-09
DOT1L	NTC	SDK1	1.03300984391564e-12	-0.258034804773026	0.924	0.96	2.62529121732721e-08
DOT1L	NTC	NEGR1	1.65415374678526e-11	-0.299489979648608	0.603	0.771	4.20386633208006e-07
DOT1L	NTC	CSTA	2.29014663540261e-10	0.275843341139335	0.558	0.45	5.82017865921218e-06
DOT1L	NTC	TENT5A	1.2603778702866e-09	0.287091542385732	0.884	0.863	3.20312431954636e-05
DOT1L	NTC	ALAS1	2.17127419953635e-09	0.36266670547124	0.683	0.713	5.51807625070168e-05
DOT1L	NTC	S100A9	2.58248386851306e-08	0.502526357253771	0.455	0.351	0.00065631245034391
BRD4	NTC	TMSB4X	6.54135459290501e-67	0.505040365816213	1	1	1.66241985624088e-62
BRD4	NTC	RPL36	5.59233609487735e-49	-0.271318989750716	1	1	1.42123629515213e-44
BRD4	NTC	RPS17	8.02601822999133e-47	-0.262638961359414	0.998	1	2.03973227297e-42
BRD4	NTC	PLEK	1.34065545245555e-44	0.426349738828447	0.998	0.99	3.40714176687053e-40
BRD4	NTC	NEAT1	2.713404650571e-43	0.812098899886359	0.987	0.972	6.89584657896114e-39
BRD4	NTC	RPS5	4.22215963759689e-40	-0.269112941949001	1	1	1.07301965029887e-35
BRD4	NTC	MIF	4.4593735223019e-40	-0.253197343538462	1	0.995	1.13330518695781e-35
BRD4	NTC	CTSD	2.12523705154421e-34	0.461828766091164	1	0.998	5.40107744279444e-30
BRD4	NTC	GAL	4.08423970871924e-31	-0.345792825546681	0.769	0.931	1.03796867957391e-26
BRD4	NTC	P4HB	7.2000215836397e-30	0.267043286149967	1	0.997	1.82981348526619e-25
BRD4	NTC	LGALS1	7.52836717566149e-28	0.335389737203585	1	0.998	1.91325923402261e-23
BRD4	NTC	FBL	7.74226698960001e-26	-0.272599192318687	0.916	0.992	1.96761973273695e-21
BRD4	NTC	IFT57	3.49058808199843e-25	-0.320854206869818	0.591	0.814	8.87098055159082e-21
BRD4	NTC	TRAPPC6A	5.45107563512529e-25	0.277350599977843	0.86	0.736	1.38533636191074e-20
BRD4	NTC	MALAT1	1.27436035788378e-23	0.488807809215662	0.977	0.969	3.23865941352584e-19
BRD4	NTC	ATP8B4	1.43908138580405e-22	0.382142100377812	0.995	0.985	3.6572814338824e-18
BRD4	NTC	CHSY1	5.50117541037364e-22	0.270218392392455	0.93	0.929	1.39806871879236e-17
BRD4	NTC	NPC2	1.03791459729025e-21	0.252674975529366	0.952	0.929	2.63775615755345e-17
BRD4	NTC	EBNA1BP2	1.46514212173908e-21	-0.298796650308242	0.819	0.926	3.72351218818771e-17
BRD4	NTC	PIM1	7.26694243395635e-21	0.328606280144615	0.86	0.797	1.84682075016567e-16
BRD4	NTC	CLEC2A	1.47360864068716e-20	0.324885358750876	0.815	0.726	3.74502899944235e-16
BRD4	NTC	GSTP1	8.539448052479e-20	0.364469886439937	1	1	2.17021532805701e-15
BRD4	NTC	NEGR1	1.91030030742707e-19	-0.334554757213708	0.529	0.771	4.85483720129516e-15
BRD4	NTC	DMXL2	3.45753391785011e-19	0.286383567504757	0.978	0.964	8.78697669882426e-15
BRD4	NTC	MEIS1	2.96305784431308e-18	0.333458184770991	0.964	0.952	7.53031520553727e-14
BRD4	NTC	FCER1G	6.58941805329346e-18	0.354609119073235	0.919	0.894	1.674634704064e-13
BRD4	NTC	LRMDA	1.37277213558682e-17	0.281797945527576	0.995	0.982	3.48876310538036e-13
BRD4	NTC	PPP3R1	8.21368088224465e-17	0.306125964954622	0.98	0.967	2.08742485941366e-12
BRD4	NTC	LYAR	9.26640893281589e-16	-0.251899478471339	0.803	0.926	2.35496516618583e-11
BRD4	NTC	MYC	4.0789586170054e-15	-0.272231414705784	0.616	0.795	1.03662654292575e-10
BRD4	NTC	AL034397.3	6.09873287152464e-14	0.259271120826863	0.738	0.662	1.54993197196927e-09
BRD4	NTC	MYO1G	1.14390518405619e-13	0.272717509878295	0.871	0.835	2.9071206347604e-09
BRD4	NTC	FTL	1.92968011747309e-12	0.347091634306384	1	1	4.9040890505461e-08
BRD4	NTC	TMTC2	9.11764356357236e-10	0.251411551082873	0.604	0.498	2.31715793524628e-05
BRD4	NTC	FTH1	0.00512109163725963	0.298956409184177	0.987	0.987	1
KAT7	NTC	LYZ	1.74631579408685e-40	0.569945555340232	0.961	0.926	4.43808695909231e-36
KAT7	NTC	TMSB4X	1.09048764660457e-35	0.29193388314743	1	1	2.77136530508086e-31
KAT7	NTC	GLO1	1.81508157303199e-31	-0.366249179900404	1	1	4.6128483097035e-27
KAT7	NTC	SH3BGRL3	5.71801833252232e-28	0.275491624373477	0.998	0.997	1.45317717902722e-23
KAT7	NTC	S100A4	1.52699367366378e-27	0.350742748337724	0.998	1	3.88070172224914e-23
KAT7	NTC	CLEC2B	9.11750086180354e-22	-0.364001230759947	0.963	0.985	2.31712166901875e-17
KAT7	NTC	B2M	7.52136882323929e-21	0.25577850402348	0.998	0.998	1.91148067273803e-16
KAT7	NTC	FCER1G	4.18307143408116e-20	0.363658555661166	0.952	0.894	1.06308577425739e-15
KAT7	NTC	LGALS1	2.89774018606004e-19	0.331080066473588	0.998	0.998	7.364316908853e-15
KAT7	NTC	S100A9	1.56864794053325e-17	0.47329103801341	0.543	0.351	3.98656187607119e-13
KAT7	NTC	RNF220	3.01047064993136e-17	-0.270142398758175	0.978	0.987	7.65081010973555e-13
KAT7	NTC	RNASE2	6.77662368204009e-17	0.315527514539317	0.987	0.975	1.72221114255367e-12
KAT7	NTC	HCST	3.64553549047548e-14	0.322695752940853	0.98	0.988	9.26476389549439e-10
KAT7	NTC	AL355922.1	2.02785318684941e-13	0.299432325415175	0.824	0.772	5.1535860890591e-09
KAT7	NTC	STXBP2	4.62946661701939e-12	0.296897319054737	0.943	0.926	1.17653264604931e-07
KAT7	NTC	RNASE3	3.5819982488348e-11	0.257539590107315	0.919	0.883	9.10329034958876e-07
KAT7	NTC	RETN	1.63639955165301e-08	0.285370693080693	0.857	0.809	0.000415874582057096
KAT7	NTC	VIM	1.65334987064086e-07	0.281156165839055	0.67	0.624	0.00420182336124669
CSNK2A1	NTC	GLO1	7.92544990891206e-32	-0.392164504097182	1	1	2.01417383985091e-27
CSNK2A1	NTC	CD36	3.68360889348543e-22	-0.413626709344552	0.792	0.914	9.36152364190387e-18
CSNK2A1	NTC	AL138720.1	3.32399627514104e-21	-0.291967208626314	0.631	0.845	8.44760413364343e-17
CSNK2A1	NTC	CCDC26	4.46618712297932e-20	-0.463124784811536	0.671	0.847	1.13503679543397e-15
SGF29	NTC	S100A4	7.30194389875462e-72	0.759518024391095	1	1	1.8557160224295e-67
SGF29	NTC	GLO1	1.90467926996405e-55	-0.631610481220819	0.991	1	4.84055189668664e-51
SGF29	NTC	SH3BGRL3	3.95137005112241e-54	0.515978636898258	1	0.997	1.00420118479225e-49
SGF29	NTC	RPS2	1.02013706651654e-51	-0.338224306617551	1	1	2.59257634084512e-47
SGF29	NTC	LGALS1	5.75798197589624e-50	0.621657476538907	1	0.998	1.46333353935427e-45
SGF29	NTC	ACTB	1.46265367010473e-45	0.309821945511003	1	1	3.71718803720417e-41
SGF29	NTC	SF3B6	1.57005429290779e-44	-0.433814871703605	0.971	0.997	3.99013597999585e-40
SGF29	NTC	S100A6	3.20284533158649e-43	0.465637940965078	1	0.998	8.13971112569391e-39
SGF29	NTC	LYZ	3.99979646871519e-40	0.707358312403587	0.968	0.926	1.01650827455928e-35
SGF29	NTC	HCST	1.24731943882001e-38	0.594206628965755	0.997	0.988	3.16993762181716e-34
SGF29	NTC	VIM	1.82244103295486e-38	0.702634396383278	0.832	0.624	4.63155164115148e-34
SGF29	NTC	ATP5F1E	4.10420257377355e-37	0.358561010194161	1	0.993	1.04304204209881e-32
SGF29	NTC	SRGN	5.12012074663178e-35	0.478863469308425	1	0.997	1.301227486549e-30
SGF29	NTC	FABP5	1.47136520184427e-34	-0.410948486142757	0.838	0.983	3.73932752396702e-30
SGF29	NTC	CD52	2.96161691634565e-34	0.497206809785318	0.365	0.068	7.52665323120084e-30
SGF29	NTC	B2M	1.47003266654921e-33	0.407175011382786	1	0.998	3.73594101876817e-29
SGF29	NTC	FCER1G	4.95112805531423e-33	0.566344857715803	0.962	0.894	1.25827968397756e-28
SGF29	NTC	ARPC1B	8.81954420407264e-33	0.35984094649294	0.997	0.997	2.24139896402302e-28
SGF29	NTC	ACTR2	8.876401002329e-32	0.367402979765413	1	0.997	2.25584855073189e-27
SGF29	NTC	CLEC2B	2.36437307358347e-31	-0.53072393575288	0.945	0.985	6.00881772920503e-27
SGF29	NTC	MYL6	1.73839333044957e-30	0.342744064864129	1	0.993	4.41795281000455e-26
SGF29	NTC	PEBP1	1.87601269299002e-30	-0.289683331619035	0.899	0.987	4.76769865796483e-26
SGF29	NTC	S100P	3.08985023915695e-30	0.499976346698272	0.968	0.964	7.85254539779346e-26
SGF29	NTC	PLP2	9.80413016009575e-30	0.381136463749942	0.965	0.954	2.49162163888673e-25
SGF29	NTC	TYROBP	1.65895885415158e-29	0.697187720455349	0.559	0.264	4.21607803194083e-25
SGF29	NTC	NEGR1	2.06547077442066e-29	-0.499930370285433	0.417	0.771	5.24918742611268e-25
SGF29	NTC	LINC02470	2.79299369687042e-29	-0.362935881051813	0.658	0.929	7.09811418122649e-25
SGF29	NTC	NME1	3.06825956184653e-29	-0.37044781663904	0.858	0.974	7.79767485047676e-25
SGF29	NTC	VAMP8	6.85496891585911e-29	0.281106257131509	1	0.997	1.74212180027643e-24
SGF29	NTC	CAP1	9.11718590534942e-29	0.371193930408482	0.991	0.982	2.3170416259855e-24
SGF29	NTC	HSPE1	1.51586861679194e-28	-0.363782882707717	0.968	0.992	3.85242850271503e-24
SGF29	NTC	NCF1C	5.91528497948048e-28	0.269055736597857	0.339	0.076	1.50331052468517e-23
SGF29	NTC	PA2G4	1.03814728345747e-27	-0.324929787646438	0.928	0.99	2.63834750617881e-23
SGF29	NTC	FBL	1.17830868086768e-27	-0.346030643607066	0.838	0.992	2.99455368155712e-23
SGF29	NTC	PTMA	3.28707627105757e-27	-0.252641796684195	1	1	8.3537756352657e-23
SGF29	NTC	LSP1	4.40056373767945e-27	0.381784696010523	0.858	0.748	1.11835926829385e-22
SGF29	NTC	HSP90AB1	8.28717756970872e-27	-0.291013542910568	1	0.998	2.10610330756577e-22
SGF29	NTC	NPM1	8.44239502838396e-27	-0.345635514168428	0.991	0.993	2.1455502725135e-22
SGF29	NTC	CCND3	1.09730264976634e-26	0.380189310492184	0.971	0.969	2.78868495411617e-22
SGF29	NTC	HS3ST2	1.86512171845978e-26	-0.369885440477986	0.62	0.911	4.74002033529367e-22
SGF29	NTC	METTL9	7.33652549646276e-26	0.499489811537134	0.89	0.861	1.86450458967105e-21
SGF29	NTC	SERBP1	2.95550032865834e-25	-0.258567343870219	0.997	1	7.51110853525231e-21
